id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id3997354,2,2016-02-06 01:17:42,2016-02-06 01:18:24,1,-73.9837188720703,40.72306823730469,-73.98497772216798,40.724098205566406,N,42.0
id3174993,2,2016-06-17 22:44:35,2016-06-17 22:45:17,1,-73.78189849853516,40.644676208496094,-73.7818832397461,40.64471054077149,N,42.0
id0773526,2,2016-04-02 14:58:45,2016-04-03 14:19:55,6,-73.98799133300781,40.7613410949707,-74.00292205810547,40.75627899169922,N,84070.0
id0945606,2,2016-05-05 10:30:42,2016-05-05 10:31:22,1,-73.9651870727539,40.771629333496094,-73.96233367919923,40.7708396911621,N,40.0
id3376471,2,2016-04-15 20:42:15,2016-04-15 20:42:54,1,-73.97218322753906,40.7863655090332,-73.97230529785155,40.78609085083008,N,39.0
id3738922,1,2016-02-12 11:33:01,2016-02-12 11:33:09,1,-73.78186798095702,40.644676208496094,-73.78182220458984,40.64458847045898,N,8.0
id3617210,2,2016-03-15 17:51:32,2016-03-16 17:18:04,1,-73.96560668945312,40.76578140258789,-73.97264862060547,40.75341796875,N,84392.0
id0067152,2,2016-02-27 21:04:05,2016-02-28 21:03:22,5,-73.99374389648438,40.72744369506836,-74.00133514404298,40.72924423217773,N,86357.0
id2457514,2,2016-03-13 11:10:32,2016-03-13 11:11:04,2,-73.97796630859375,40.76633071899414,-73.97795104980467,40.7663688659668,N,32.0
id2891134,1,2016-05-16 08:20:40,2016-05-16 08:20:42,1,-73.96302795410156,40.77489471435546,-73.96302032470702,40.7748908996582,N,2.0
id0260350,2,2016-02-14 14:09:41,2016-02-14 14:10:03,6,-73.77690124511719,40.64543151855469,-73.77719116210938,40.64633941650391,N,22.0
id1174525,2,2016-06-25 08:35:43,2016-06-25 08:35:52,1,-74.01520538330078,40.77859878540039,-74.01514434814453,40.778602600097656,N,9.0
id0393224,1,2016-01-04 18:20:40,2016-01-04 18:20:59,1,-73.99701690673827,40.72241973876953,-73.9969024658203,40.722610473632805,N,19.0
id0688948,1,2016-04-14 20:13:28,2016-04-14 20:13:43,1,-74.16180419921875,40.83649444580078,-74.16180419921875,40.83649444580078,N,15.0
id1081617,2,2016-03-17 17:50:40,2016-03-17 17:50:44,3,-73.97861480712889,40.74512481689453,-73.97834014892578,40.74545669555664,N,4.0
id0043845,1,2016-06-09 14:45:51,2016-06-09 14:46:35,1,-73.94904327392578,40.776554107666016,-73.95127868652342,40.777374267578125,N,44.0
id0803296,2,2016-06-06 09:50:43,2016-06-06 09:51:34,1,-74.0038833618164,40.73123550415039,-74.0025634765625,40.73047256469727,N,51.0
id0918945,2,2016-04-27 10:54:10,2016-04-27 10:54:40,6,-73.96597290039062,40.771045684814446,-73.96566772460938,40.7714729309082,N,30.0
id3013398,2,2016-05-17 12:43:48,2016-05-18 12:38:03,2,-74.00262451171875,40.733619689941406,-73.9944839477539,40.75060272216797,N,86055.0
id3979246,1,2016-06-12 03:29:19,2016-06-12 03:29:45,1,-73.96925354003906,40.78539657592773,-73.96964263916014,40.784866333007805,N,26.0
id1855512,2,2016-01-29 02:40:15,2016-01-29 02:40:25,1,-73.95912170410156,40.71208953857422,-73.95912170410156,40.71208953857422,N,10.0
id2003451,1,2016-04-14 03:21:55,2016-04-14 03:22:23,1,-73.9937973022461,40.74676132202149,-73.9962387084961,40.74331283569336,N,28.0
id3134126,2,2016-03-20 04:14:27,2016-03-20 04:15:06,1,-73.9695053100586,40.75765228271485,-73.9695053100586,40.75765228271485,N,39.0
id0796177,2,2016-04-20 16:41:06,2016-04-20 16:41:22,1,-73.93710327148438,40.76482009887695,-73.93710327148438,40.76482009887695,N,16.0
id3541058,1,2016-02-27 18:20:47,2016-02-27 18:21:32,1,-74.0265121459961,40.74811172485352,-74.0265121459961,40.74811172485352,N,45.0
id2277062,2,2016-02-17 05:26:18,2016-02-17 05:26:30,2,-73.97852325439453,40.76522064208984,-73.97946166992188,40.76578140258789,N,12.0
id3674701,2,2016-03-18 00:59:40,2016-03-18 01:00:23,5,-74.00083923339844,40.73089599609375,-74.0011215209961,40.73101043701172,N,43.0
id1166525,2,2016-02-14 04:01:09,2016-02-14 04:02:04,1,-73.99317932128906,40.74256896972656,-73.99059295654298,40.746047973632805,N,55.0
id2905263,2,2016-04-09 10:49:49,2016-04-09 10:49:52,1,-74.00469207763672,40.70756149291992,-74.00472259521484,40.70758819580078,N,3.0
id3876330,2,2016-03-08 23:42:30,2016-03-08 23:42:34,2,-73.7891082763672,40.64139175415039,-73.7884292602539,40.64200973510742,N,4.0
id1795325,2,2016-04-08 04:23:37,2016-04-08 04:24:06,2,-74.04054260253906,40.71708679199219,-74.04055023193358,40.717090606689446,N,29.0
id1704261,1,2016-02-19 00:02:02,2016-02-19 00:02:09,1,-73.9823989868164,40.76359939575195,-73.98239135742188,40.76359939575195,N,7.0
id3955364,1,2016-05-26 00:33:12,2016-05-26 00:33:20,1,-73.91295623779298,40.65348052978516,-73.9129638671875,40.65348052978516,N,8.0
id1148048,2,2016-06-04 14:22:55,2016-06-05 14:19:45,2,-74.00235748291014,40.739871978759766,-74.00155639648438,40.7465934753418,N,86210.0
id2500786,2,2016-05-09 18:14:42,2016-05-10 17:44:54,1,-73.8636245727539,40.7696647644043,-73.9838638305664,40.773868560791016,N,84612.0
id0843794,2,2016-01-08 08:09:48,2016-01-09 07:23:50,2,-73.99571990966798,40.74893951416016,-73.97989654541014,40.75227355957031,N,83642.0
id2262376,2,2016-04-26 19:23:59,2016-04-26 19:24:32,6,-73.96905517578125,40.79833221435546,-73.9678192138672,40.80035400390625,N,33.0
id2690934,2,2016-03-10 02:14:56,2016-03-10 02:15:52,1,-73.95526123046875,40.77695083618164,-73.94969940185547,40.784629821777344,N,56.0
id2962134,2,2016-01-22 15:09:49,2016-01-22 15:10:11,1,-74.0269775390625,40.75002670288086,-74.0270004272461,40.750045776367195,N,22.0
id1322274,2,2016-04-27 12:21:08,2016-04-27 12:21:17,1,-74.00521850585938,40.73394012451172,-74.00521850585938,40.73394012451172,N,9.0
id3446262,2,2016-04-21 08:28:36,2016-04-21 08:28:55,1,-74.00809478759764,40.72588348388672,-74.00794219970702,40.725868225097656,N,19.0
id1697431,1,2016-03-06 11:34:07,2016-03-06 11:34:19,1,-73.98295593261719,40.73504257202149,-73.98310852050781,40.73489761352539,N,12.0
id2587312,2,2016-06-03 09:09:00,2016-06-03 09:09:24,2,-73.98421478271484,40.755081176757805,-73.98419189453125,40.75509643554688,N,24.0
id3361466,2,2016-06-05 08:27:52,2016-06-05 08:28:46,5,-73.97805786132812,40.74895095825195,-73.98213958740233,40.74322891235352,N,54.0
id3638368,1,2016-03-12 23:30:23,2016-03-12 23:31:10,1,-73.99925231933594,40.74405288696289,-73.99932098388672,40.74436950683594,N,47.0
id3375271,2,2016-05-20 11:38:47,2016-05-21 11:24:31,2,-73.96981811523438,40.79724884033203,-73.94046020507811,40.8195686340332,N,85544.0
id1209400,1,2016-05-16 10:57:44,2016-05-16 10:58:04,1,-73.99651336669923,40.74127960205078,-73.99651336669923,40.74127960205078,N,20.0
id2445062,1,2016-03-17 17:36:00,2016-03-17 17:36:16,2,-73.83422088623048,40.766109466552734,-73.83422088623048,40.766109466552734,N,16.0
id0995203,2,2016-05-15 18:31:33,2016-05-15 18:31:59,5,-73.79120635986328,40.666481018066406,-73.8009033203125,40.669818878173835,N,26.0
id3041230,1,2016-03-06 17:21:09,2016-03-06 17:22:04,1,-73.99395751953125,40.75129318237305,-73.99395751953125,40.75144577026367,N,55.0
id0614225,2,2016-03-25 20:01:22,2016-03-26 19:39:59,2,-74.00106811523438,40.720123291015625,-73.98219299316406,40.757572174072266,N,85117.0
id2114213,1,2016-05-24 18:43:27,2016-05-24 18:43:52,1,-74.000732421875,40.6770133972168,-74.00140380859375,40.677284240722656,N,25.0
id3522450,2,2016-04-01 07:10:28,2016-04-01 07:11:18,1,-73.98982238769531,40.74113845825195,-73.99247741699219,40.737548828125,N,50.0
id3022813,1,2016-06-15 18:02:41,2016-06-15 18:03:18,1,-73.55828857421875,40.78122329711913,-73.55828094482422,40.781227111816406,N,37.0
id2720096,2,2016-05-09 00:40:24,2016-05-09 00:41:16,1,-73.99835968017578,40.74510955810546,-73.99510955810547,40.74420166015625,N,52.0
id3020268,2,2016-05-18 20:31:13,2016-05-19 00:00:00,3,-73.87290954589844,40.773956298828125,-73.98521423339844,40.73503112792969,N,12527.0
id0562173,2,2016-03-19 14:27:40,2016-03-19 14:28:13,5,-74.001708984375,40.74096298217773,-74.00082397460938,40.74078750610352,N,33.0
id1754386,1,2016-04-16 16:40:58,2016-04-16 16:41:38,2,-73.97589874267578,40.7635612487793,-73.97457122802734,40.76284790039063,N,40.0
id3931531,1,2016-01-17 21:28:00,2016-01-17 21:28:12,1,-73.79008483886719,40.64399337768555,-73.7900161743164,40.64396286010742,N,12.0
id0835187,1,2016-06-24 00:21:42,2016-06-24 00:22:03,1,-73.95466613769531,40.69215774536133,-73.95468902587889,40.692188262939446,N,21.0
id1496106,2,2016-04-27 06:06:33,2016-04-27 06:07:06,1,-73.97431945800781,40.793750762939446,-73.97699737548828,40.792728424072266,N,33.0
id2567484,1,2016-06-09 13:46:18,2016-06-09 13:46:21,1,-73.77676391601561,40.645301818847656,-73.77676391601561,40.64530563354492,N,3.0
id3397745,1,2016-02-13 22:30:52,2016-02-13 22:31:20,1,-73.98844909667967,40.764278411865234,-73.98844909667967,40.76427459716797,N,28.0
id3221678,1,2016-02-04 19:43:28,2016-02-04 19:43:40,1,-73.95684051513672,40.777530670166016,-73.95754241943358,40.77767181396485,N,12.0
id0222074,2,2016-06-26 11:55:51,2016-06-27 11:54:26,3,-74.01529693603516,40.704902648925774,-73.98976135253906,40.75735855102539,N,86315.0
id3459994,1,2016-03-18 21:25:19,2016-03-18 21:26:09,1,-73.9835205078125,40.75542449951172,-73.9818344116211,40.7573356628418,N,50.0
id2978009,1,2016-04-17 02:40:43,2016-04-17 02:41:36,1,-73.98709106445312,40.7505111694336,-73.98560333251953,40.7501220703125,N,53.0
id2630971,1,2016-06-29 10:31:08,2016-06-29 10:31:29,1,-74.00355529785155,40.73355865478516,-74.00399780273438,40.73344039916992,N,21.0
id0916013,1,2016-06-20 04:52:49,2016-06-20 04:53:20,1,-73.95703125,40.76247024536133,-73.95484161376953,40.76546478271485,N,31.0
id0523805,1,2016-06-15 16:32:40,2016-06-15 16:32:43,1,-73.93612670898438,40.75672149658203,-73.93612670898438,40.75672149658203,N,3.0
id2891888,2,2016-06-05 10:26:37,2016-06-06 10:18:51,4,-73.955810546875,40.782352447509766,-73.7898941040039,40.64324951171875,N,85934.0
id3963408,2,2016-02-10 10:25:12,2016-02-10 10:25:21,2,-74.00563049316406,40.751079559326165,-74.00618743896483,40.75006103515625,N,9.0
id2905580,1,2016-02-01 07:10:09,2016-02-01 07:10:35,1,-73.99740600585938,40.75650024414063,-73.99759674072266,40.75637435913086,N,26.0
id3608772,2,2016-06-23 08:34:15,2016-06-23 08:35:13,5,-73.96865844726561,40.8016357421875,-73.97010040283203,40.797149658203125,N,58.0
id1967001,2,2016-02-21 13:45:36,2016-02-21 13:46:29,1,-73.94235229492188,40.79777145385742,-73.9420394897461,40.795440673828125,N,53.0
id1148385,2,2016-05-26 07:39:27,2016-05-26 07:39:46,1,-73.9852523803711,40.754348754882805,-73.9852523803711,40.754348754882805,N,19.0
id1065242,1,2016-04-03 17:16:59,2016-04-03 17:17:40,1,-73.97757720947266,40.74305725097656,-73.97752380371094,40.743030548095696,N,41.0
id2647716,2,2016-03-26 22:27:58,2016-03-27 21:36:20,1,-74.00077056884764,40.742290496826165,-73.98249816894531,40.73954772949219,N,83302.0
id2538452,2,2016-04-24 01:51:06,2016-04-25 01:40:44,1,-73.99090576171875,40.760845184326165,-73.99816131591797,40.745147705078125,N,85778.0
id2090625,2,2016-02-16 15:01:25,2016-02-17 14:31:41,1,-73.96434020996092,40.8077507019043,-73.9549102783203,40.80351257324219,N,84616.0
id3538427,2,2016-05-21 09:03:19,2016-05-21 09:03:55,1,-73.95436096191406,40.78393173217773,-73.95655059814453,40.78099060058594,N,36.0
id3674869,2,2016-03-23 08:07:01,2016-03-23 08:07:46,1,-73.94751739501953,40.83050537109375,-73.95025634765625,40.82680130004882,N,45.0
id3979412,1,2016-04-30 04:19:58,2016-04-30 04:20:05,1,-73.9569091796875,40.71358108520508,-73.9569091796875,40.71358108520508,N,7.0
id2547140,1,2016-02-03 07:12:01,2016-02-03 07:12:44,1,-74.0033187866211,40.715866088867195,-74.00019836425781,40.714237213134766,N,43.0
id0073285,1,2016-06-04 03:11:49,2016-06-04 03:12:21,1,-73.98784637451173,40.7794189453125,-73.98781585693358,40.77947998046875,N,32.0
id3223120,1,2016-06-14 16:10:07,2016-06-14 16:10:33,1,-73.97735595703125,40.76454925537109,-73.97735595703125,40.76454925537109,N,26.0
id2168543,2,2016-02-16 21:32:21,2016-02-16 21:32:37,1,-73.78237915039062,40.644546508789055,-73.78111267089844,40.644996643066406,N,16.0
id3040426,2,2016-06-22 07:54:47,2016-06-22 07:55:39,1,-74.00286102294923,40.749629974365234,-74.00041198730467,40.752891540527344,N,52.0
id0190644,1,2016-06-05 01:21:49,2016-06-05 01:22:24,1,-73.95990753173827,40.8137092590332,-73.95990753173827,40.81370544433594,N,35.0
id0906124,1,2016-04-17 03:48:27,2016-04-17 03:49:21,1,-73.97782897949219,40.77891540527344,-73.97789001464844,40.77854919433594,N,54.0
id3733479,2,2016-05-22 03:58:40,2016-05-22 03:59:02,1,-74.3470687866211,40.7085189819336,-74.3470687866211,40.70852279663086,N,22.0
id1185622,1,2016-04-13 08:40:52,2016-04-13 08:40:57,1,-73.9789047241211,40.76032638549805,-73.9788589477539,40.76012420654297,N,5.0
id2601951,1,2016-06-12 08:45:53,2016-06-12 08:46:05,1,-73.98089599609375,40.747943878173835,-73.98091888427734,40.74798583984375,N,12.0
id0463051,2,2016-02-02 01:45:11,2016-02-03 00:00:00,1,-73.87084197998048,40.77375411987305,-73.97169494628906,40.7487678527832,N,80089.0
id2473446,1,2016-06-12 02:14:22,2016-06-12 02:14:43,1,-73.98609161376953,40.75715255737305,-73.98602294921875,40.75729370117188,N,21.0
id3059620,1,2016-01-06 21:53:23,2016-01-06 21:53:58,1,-74.03189086914062,40.72677993774414,-74.03189086914062,40.72677993774414,N,35.0
id3017351,1,2016-01-04 20:56:35,2016-01-04 20:57:12,1,-73.99504089355469,40.76029586791992,-73.99512481689453,40.760162353515625,N,37.0
id1075331,2,2016-06-10 07:09:36,2016-06-10 07:10:22,1,-73.86309814453125,40.76968002319336,-73.86309814453125,40.76968002319336,N,46.0
id2722067,2,2016-04-08 13:14:35,2016-04-08 13:15:09,5,-73.99518585205078,40.72492599487305,-73.99504852294923,40.724903106689446,N,34.0
id2271006,1,2016-04-22 03:33:36,2016-04-22 03:33:55,1,-73.98775482177734,40.72103118896485,-73.98789215087889,40.72090911865234,N,19.0
id3092519,1,2016-03-15 18:34:52,2016-03-15 18:35:34,1,-73.6485595703125,40.657745361328125,-73.6485595703125,40.65774154663086,N,42.0
id0587193,2,2016-05-23 18:01:22,2016-05-24 17:56:46,1,-73.99713134765625,40.725399017333984,-73.9832305908203,40.72637176513672,N,86124.0
id3247644,1,2016-04-02 17:46:16,2016-04-02 17:46:44,1,-74.04155731201173,40.708740234375,-74.04156494140625,40.708740234375,N,28.0
id0206782,1,2016-04-20 20:16:11,2016-04-20 20:16:39,1,-73.94137573242188,40.83347702026367,-73.94137573242188,40.83347702026367,N,28.0
id1860460,1,2016-03-20 13:59:27,2016-03-20 14:00:02,1,-73.96839904785155,40.76645278930664,-73.96839141845702,40.766498565673835,N,35.0
id1428140,2,2016-03-04 08:15:24,2016-03-05 08:14:29,6,-74.00272369384764,40.7606315612793,-73.9529571533203,40.77751922607422,N,86345.0
id2434536,2,2016-02-09 22:57:09,2016-02-09 22:57:54,1,-73.9993438720703,40.74399566650391,-73.99911499023438,40.74435043334961,N,45.0
id1389507,1,2016-06-16 07:22:08,2016-06-16 07:22:44,1,-73.95558166503906,40.77659225463867,-73.95447540283203,40.77806854248047,N,36.0
id1484482,2,2016-05-06 08:50:07,2016-05-06 08:50:20,1,-73.77670288085938,40.64540863037109,-73.77681732177734,40.64554977416992,N,13.0
id3244242,2,2016-06-03 17:14:02,2016-06-04 17:13:05,5,-73.9997787475586,40.72547149658203,-73.98683166503906,40.75973510742188,N,86343.0
id3419157,2,2016-02-24 01:31:28,2016-02-24 01:31:47,1,-73.98966217041014,40.7581901550293,-73.9873504638672,40.75939178466797,N,19.0
id0738225,1,2016-02-06 00:49:56,2016-02-06 00:50:24,1,-73.98925018310547,40.7404670715332,-73.98925018310547,40.7404670715332,N,28.0
id0570788,1,2016-01-18 01:55:59,2016-01-18 01:56:03,1,-73.96920013427734,40.640602111816406,-73.96908569335938,40.64015579223633,N,4.0
id2224545,1,2016-04-05 11:44:29,2016-04-05 11:44:38,1,-73.92660522460938,40.74166488647461,-73.92665100097656,40.74163055419922,N,9.0
id3060225,2,2016-01-08 08:56:02,2016-01-08 08:56:47,1,-73.97025299072266,40.789188385009766,-73.9710464477539,40.78767013549805,N,45.0
id0282425,1,2016-04-08 18:21:28,2016-04-08 18:22:00,1,-73.97560882568358,40.786888122558594,-73.97428131103516,40.78864288330078,N,32.0
id1623366,2,2016-05-27 23:00:28,2016-05-27 23:00:35,1,-73.97557067871092,40.76236724853516,-73.97789764404298,40.76318359375,N,7.0
id2528441,1,2016-06-21 11:07:28,2016-06-21 11:07:32,1,-73.93523406982422,40.73616027832031,-73.93537139892578,40.73637008666992,N,4.0
id1927533,1,2016-04-21 14:17:09,2016-04-21 14:17:49,1,-74.00556945800781,40.74435043334961,-74.00402069091797,40.74373626708984,N,40.0
id2354376,2,2016-01-31 10:29:49,2016-02-01 10:18:02,1,-73.9847412109375,40.71023941040039,-73.98954772949219,40.740020751953125,N,85693.0
id2410009,1,2016-01-01 04:35:32,2016-01-01 04:36:12,2,-74.20825958251953,40.831401824951165,-74.20825958251953,40.831401824951165,N,40.0
id0184282,2,2016-03-18 10:36:47,2016-03-18 10:36:51,1,-73.77632904052734,40.645538330078125,-73.77632904052734,40.645538330078125,N,4.0
id3193338,1,2016-04-03 14:01:19,2016-04-03 14:01:26,1,-73.77645111083984,40.646278381347656,-73.77645111083984,40.646278381347656,N,7.0
id2220485,1,2016-04-26 20:49:10,2016-04-26 22:51:32,1,-73.9764633178711,40.74908065795898,-73.9543228149414,40.74191665649414,N,7342.0
id3520196,1,2016-01-14 14:50:07,2016-01-14 14:50:37,1,-74.00728607177734,40.74372100830078,-74.00751495361328,40.74446868896485,N,30.0
id1974218,1,2016-02-02 12:26:22,2016-02-02 12:26:25,1,-73.78170776367188,40.64801406860352,-73.78170776367188,40.64801025390625,N,3.0
id2547505,2,2016-03-01 23:51:10,2016-03-01 23:51:23,1,-73.94851684570312,40.78194046020508,-73.95011901855469,40.78018951416016,N,13.0
id3446830,2,2016-03-12 04:48:21,2016-03-12 06:53:51,1,-73.91401672363281,40.765098571777344,-73.8318099975586,40.70613098144531,N,7530.0
id1237917,2,2016-06-22 01:46:24,2016-06-23 00:49:16,1,-73.9764404296875,40.75525665283203,-73.98029327392578,40.74832534790039,N,82972.0
id3684299,2,2016-04-30 05:57:03,2016-04-30 05:57:55,2,-73.91747283935547,40.74325180053711,-73.9222412109375,40.74533081054688,N,52.0
id0657238,1,2016-04-13 13:47:00,2016-04-13 13:47:37,1,-73.97275543212889,40.76008987426758,-73.97175598144531,40.759765625,N,37.0
id1907182,2,2016-01-16 00:36:13,2016-01-17 00:16:31,1,-73.98782348632812,40.71994018554688,-73.98801422119139,40.74813079833984,N,85218.0
id3984616,1,2016-06-17 12:07:31,2016-06-17 12:08:17,2,-73.94141387939453,40.80868148803711,-73.94141387939453,40.80868148803711,N,46.0
id1019294,2,2016-02-27 14:10:45,2016-02-27 14:11:06,5,-73.99188995361328,40.74982070922852,-73.99221801757811,40.749378204345696,N,21.0
id3185620,2,2016-05-23 01:32:24,2016-05-23 01:33:21,1,-73.99028778076173,40.76077651977539,-73.98404693603516,40.76515579223633,N,57.0
id2194714,2,2016-05-01 16:03:16,2016-05-01 16:03:58,1,-73.94194030761719,40.70082092285156,-73.9432601928711,40.701568603515625,N,42.0
